,SummerHDP,SummerLD-TOU,SummerMildHDP,SummerHDPg,FallHDP,FallHDPg,WinterHDP,WinterHDPg,SpringHDP,SpringHDPg,TwoPeakHDP
1764,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1765,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1766,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1767,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1768,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1769,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1770,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1771,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1772,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1773,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1774,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1775,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1776,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1777,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1778,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1779,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1780,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1781,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1782,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1783,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1784,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1785,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1786,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1787,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1788,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1789,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1790,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1791,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1792,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1793,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1794,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1795,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1796,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1797,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1798,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1799,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1800,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1801,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1802,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1803,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1804,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1805,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1806,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1807,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1808,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1809,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1810,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1811,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1812,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1813,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1814,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1815,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1816,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1817,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1818,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1819,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1820,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1821,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1822,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1823,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1824,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1825,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1826,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1827,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1828,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1829,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1830,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1831,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1832,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1833,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1834,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1835,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1836,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1837,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1838,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1839,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1840,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1841,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1842,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1843,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1844,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1845,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1846,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1847,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1848,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1849,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1850,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1851,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1852,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1853,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1854,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1855,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1856,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1857,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1858,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1859,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1860,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1861,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1862,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1863,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1864,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1865,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1866,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1867,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1868,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1869,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1870,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1871,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1872,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1873,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1874,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1875,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1876,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1877,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1878,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1879,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1880,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1881,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1882,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1883,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1884,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1885,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1886,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1887,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1888,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1889,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1890,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1891,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1892,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1893,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1894,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1895,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1896,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1897,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1898,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1899,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1900,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1901,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1902,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1903,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1904,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1905,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1906,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1907,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1908,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1909,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1910,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1911,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1912,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1913,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1914,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1915,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1916,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1917,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1918,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1919,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1920,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1921,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1922,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1923,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1924,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1925,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1926,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1927,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1928,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1929,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1930,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1931,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1932,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1933,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1934,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1935,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1936,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1937,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1938,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1939,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1940,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1941,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1942,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1943,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1944,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1945,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1946,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1947,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1948,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1949,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1950,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1951,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1952,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1953,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1954,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1955,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1956,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1957,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1958,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1959,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1960,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1961,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1962,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1963,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1964,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1965,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1966,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1967,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1968,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1969,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1970,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1971,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1972,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1973,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1974,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1975,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
1976,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
1977,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
1978,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
1979,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
1980,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
1981,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
1982,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
1983,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
1984,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
1985,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
1986,0.7098,0.6982,0.4561,0.4439,0.7248,0.4381,0.4974,0.4403,0.4931,0.4242,0.4931
1987,0.7882,0.6982,0.4904,0.4428,0.6936,0.4359,0.4525,0.4303,0.6618,0.4241,0.6618
1988,0.5586,0.6982,0.39,0.4364,0.4961,0.4238,0.3918,0.4116,0.5364,0.421,0.5364
1989,0.3326,0.2637,0.2913,0.4323,0.3569,0.423,0.3113,0.4151,0.4116,0.4171,0.4116
1990,0.2152,0.2637,0.24,0.4271,0.1822,0.422,0.1998,0.4076,0.2905,0.4119,0.2905
1991,0.1487,0.031,0.2109,0.4228,0.0413,0.4223,0.1106,0.4208,0.2209,0.4091,0.2209
1992,0.0864,0.031,0.1837,0.4201,0.2052,0.42,0.0718,0.4034,0.1714,0.4003,0.1714
1993,0.0587,0.031,0.1716,0.4216,0.1284,0.4229,0.0445,0.4084,0.144,0.4015,0.144
1994,0.0385,0.031,0.1628,0.421,0.0792,0.4254,0.0202,0.4054,0.1385,0.4127,0.1385
1995,0.0246,0.031,0.1567,0.4224,0.0531,0.4302,0.011,0.4067,0.1518,0.4162,0.1518
1996,0.0165,0.031,0.1532,0.4277,0.0551,0.4358,0.0331,0.4014,0.1829,0.4168,0.1829
1997,0.0215,0.031,0.1554,0.4295,0.1193,0.4379,0.11,0.4085,0.2713,0.4042,0.2713
1998,0.0359,0.031,0.1616,0.4266,0.2737,0.4421,0.2672,0.4314,0.4659,0.4259,0.4659
1999,0.0206,0.031,0.155,0.4215,0.27,0.4476,0.3077,0.4605,0.5328,0.2931,0.5328
2000,0.0106,0.031,0.1506,0.4014,0.0916,0.3075,0.2163,0.3353,0.28,0.2025,0.28
2001,0.0192,0.031,0.1544,0.3848,0.011,0.2062,0.1584,0.3692,0.1158,0.0369,0.1158
2002,0.0309,0.031,0.1595,0.3862,0.0389,0.2362,0.1264,0.454,0.0398,0.022,0.0398
2003,0.0612,0.031,0.1727,0.3994,0.0238,0.2906,0.1047,0.448,0.0196,0.0222,0.0196
2004,0.0925,0.031,0.1864,0.4211,0.0366,0.3834,0.1318,0.3315,0.011,0.0222,0.011
2005,0.1244,0.031,0.2003,0.4017,0.0611,0.3224,0.1835,0.296,0.0188,0.0215,0.0188
2006,0.1667,0.2637,0.2188,0.4372,0.0998,0.3166,0.2485,0.0669,0.0255,0.0212,0.0255
2007,0.2148,0.2637,0.2398,0.4249,0.1888,0.4028,0.3123,0.3313,0.0632,0.0219,0.0632
2008,0.3563,0.6982,0.3016,0.4309,0.3046,0.4318,0.3961,0.4384,0.0957,0.2145,0.0957
2009,0.4893,0.6982,0.3597,0.433,0.5198,0.4383,0.5254,0.4406,0.2358,0.4305,0.2358
